,hit,points.total,points.position,hitter,set,oss,dig,opponent,result,order
,attempt,18,-2,kate,2,0,0,gustavus,1,64
,kill,19,-1,kate,2,0,1,gustavus,1,64
,kill,20,0,t,2,0,0,gustavus,1,64
,attempt,23,3,kate,2,0,1,gustavus,1,64
,kill,23,3,cat,2,0,1,gustavus,1,64
,attempt,24,4,t,2,1,1,gustavus,1,64
,kill,24,4,cat,2,1,1,gustavus,1,64
,error,25,5,cat,2,0,0,gustavus,1,64
,attempt,26,4,cat,2,0,0,gustavus,1,64
,attempt,26,4,kate,2,0,1,gustavus,1,64
,attempt,26,4,t,2,0,1,gustavus,1,64
,error,27,3,t,2,0,0,gustavus,1,64
,kill,28,2,cat,2,0,0,gustavus,1,64
,attempt,30,2,gully,2,1,0,gustavus,1,64
,kill,30,2,kate,2,0,1,gustavus,1,64
,kill,31,3,gully,2,0,1,gustavus,1,64
,kill,33,3,cat,2,0,0,gustavus,1,64
,kill,35,3,gully,2,0,0,gustavus,1,64
,attempt,37,5,nic,2,0,1,gustavus,1,64
,kill,37,5,nic,2,0,1,gustavus,1,64
,attempt,40,4,any,2,0,0,gustavus,1,64
,attempt,41,3,any,2,0,0,gustavus,1,64
,kill,41,3,any,2,0,0,gustavus,1,64
,attempt,43,3,any,2,0,0,gustavus,1,64
,kill,43,3,t,2,0,0,gustavus,1,64
,attempt,44,4,kate,2,0,0,gustavus,1,64
,attempt,44,4,cat,2,0,0,gustavus,1,64
,kill,45,3,kate,2,0,0,gustavus,1,64
,kill,0,0,kate,1,0,0,concordia,1,83
,attempt,2,2,kate,1,0,1,concordia,1,83
,attempt,2,2,cat,1,0,0,concordia,1,83
,attempt,2,2,gully,1,1,0,concordia,1,83
,kill,2,2,gully,1,0,0,concordia,1,83
,kill,4,4,gully,1,1,1,concordia,1,83
,attempt,5,5,gully,1,1,1,concordia,1,83
,attempt,6,4,kate,1,0,0,concordia,1,83
,error,6,4,cat,1,0,0,concordia,1,83
,attempt,7,3,kate,1,0,0,concordia,1,83
,kill,7,3,gully,1,1,1,concordia,1,83
,kill,8,4,gully,1,1,1,concordia,1,83
,attempt,12,4,any,1,0,1,concordia,1,83
,attempt,12,4,any,1,0,0,concordia,1,83
,attempt,12,4,nic,1,0,1,concordia,1,83
,error,13,3,gully,1,0,0,concordia,1,83
,error,14,2,gully,1,0,0,concordia,1,83
,attempt,17,1,nic,1,0,0,concordia,1,83
,error,17,1,any,1,0,0,concordia,1,83
,error,18,0,t,1,0,0,concordia,1,83
,error,10,-1,t,1,0,0,concordia,1,83
,kill,21,-2,nic,1,0,0,concordia,1,83
,attempt,24,0,kate,1,0,0,concordia,1,83
,kill,24,0,kate,1,0,1,concordia,1,83
,attempt,27,3,kate,1,0,1,concordia,1,83
,error,29,3,cat,1,0,0,concordia,1,83
,kill,30,2,cat,1,0,0,concordia,1,83
,attempt,31,3,gully,1,0,1,concordia,1,83
,kill,33,3,kate,1,0,0,concordia,1,83
,kill,34,4,gully,1,1,1,concordia,1,83
,attempt,35,5,gully,1,0,1,concordia,1,83
,kill,35,5,nic,1,0,0,concordia,1,83
,attempt,38,6,cat,1,0,0,concordia,1,83
,kill,38,6,cat,1,0,0,concordia,1,83
,attempt,39,7,nic,1,0,0,concordia,1,83
,kill,39,7,any,1,0,0,concordia,1,83
,attempt,39,7,any,1,0,0,concordia,1,83
,attempt,40,8,nic,1,0,1,concordia,1,83
,attempt,40,8,any,1,0,0,concordia,1,83
,error,41,7,gully,1,0,0,concordia,1,83
,kill,42,6,gully,1,0,0,concordia,1,83
,kill,1,1,cat,2,0,1,concordia,1,84
,kill,1,1,kate,2,0,1,concordia,1,84
,kill,3,1,kate,2,0,0,concordia,1,84
,attempt,7,1,gully,2,0,0,concordia,1,84
,kill,7,1,cat,2,0,0,concordia,1,84
,attempt,8,2,nic,2,0,1,concordia,1,84
,attempt,8,2,gully,2,1,1,concordia,1,84
,attempt,10,4,cat,2,0,0,concordia,1,84
,kill,10,4,gully,2,1,1,concordia,1,84
,kill,12,6,cat,2,0,0,concordia,1,84
,kill,14,6,nic,2,0,0,concordia,1,84
,error,15,7,gully,2,0,1,concordia,1,84
,attempt,16,6,gully,2,0,0,concordia,1,84
,kill,16,6,gully,2,0,0,concordia,1,84
,kill,17,7,nic,2,0,1,concordia,1,84
,attempt,18,8,t,2,0,1,concordia,1,84
,attempt,18,8,nic,2,0,1,concordia,1,84
,attempt,18,8,any,2,1,1,concordia,1,84
,error,18,8,any,2,0,0,concordia,1,84
,error,19,9,nic,2,0,0,concordia,1,84
,attempt,21,7,any,2,1,0,concordia,1,84
,attempt,21,7,any,2,1,0,concordia,1,84
,attempt,22,6,t,2,0,0,concordia,1,84
,kill,25,5,kate,2,0,0,concordia,1,84
,kill,26,6,kate,2,0,1,concordia,1,84
,attempt,27,7,kate,2,0,0,concordia,1,84
,kill,27,7,cat,2,0,0,concordia,1,84
,kill,29,7,gully,2,0,0,concordia,1,84
,error,30,8,maddie,2,0,1,concordia,1,84
,kill,31,7,cat,2,0,0,concordia,1,84
,kill,32,8,any,2,0,0,concordia,1,84
,kill,34,8,gully,2,0,0,concordia,1,84
,attempt,36,10,maddie,2,0,1,concordia,1,84
,attempt,36,10,any,2,1,1,concordia,1,84
,attempt,36,10,t,2,0,1,concordia,1,84
,kill,0,0,kate,3,0,0,concordia,1,85
,attempt,1,1,kate,3,0,1,concordia,1,85
,kill,1,1,gully,3,0,1,concordia,1,85
,error,4,2,kate,3,0,0,concordia,1,85
,kill,5,1,cat,3,0,0,concordia,1,85
,kill,7,1,nic,3,0,0,concordia,1,85
,attempt,12,0,nic,3,0,0,concordia,1,85
,kill,13,1,t,3,0,0,concordia,1,85
,attempt,16,0,t,3,0,0,concordia,1,85
,attempt,17,1,kate,3,0,0,concordia,1,85
,attempt,17,-1,t,3,0,0,concordia,1,85
,attempt,18,-1,kate,3,0,0,concordia,1,85
,attempt,19,-2,kate,3,0,0,concordia,1,85
,attempt,19,-3,any,3,1,1,concordia,1,85
,kill,19,-3,kate,3,0,0,concordia,1,85
,attempt,22,-3,cat,3,0,0,concordia,1,85
,kill,22,-2,t,3,0,1,concordia,1,85
,attempt,25,-2,cat,3,0,0,concordia,1,85
,attempt,25,-1,gully,3,1,1,concordia,1,85
,error,28,-1,cat,3,0,1,concordia,1,85
,kill,29,0,nic,3,0,0,concordia,1,85
,attempt,30,-1,any,3,0,1,concordia,1,85
,kill,30,0,nic,3,0,1,concordia,1,85
,kill,33,-1,gully,3,0,0,concordia,1,85
,attempt,35,1,nic,3,0,1,concordia,1,85
,error,35,1,any,3,1,0,concordia,1,85
,attempt,36,0,t,3,0,0,concordia,1,85
,error,36,0,t,3,0,0,concordia,1,85
,kill,37,-1,any,3,0,0,concordia,1,85
,kill,39,1,kate,3,0,1,concordia,1,85
,error,40,2,kate,3,0,1,concordia,1,85
,kill,41,1,kate,3,0,0,concordia,1,85
,attempt,42,2,t,3,0,1,concordia,1,85
,attempt,43,1,cat,3,0,0,concordia,1,85
,attempt,44,0,cat,3,0,0,concordia,1,85
,kill,44,0,cat,3,1,1,concordia,1,85
,attempt,45,1,kate,3,0,1,concordia,1,85
,attempt,45,1,gully,3,0,0,concordia,1,85
,kill,46,0,kate,3,0,0,concordia,1,85
,kill,48,0,cat,3,0,0,concordia,1,85
,kill,48,0,gully,3,1,0,concordia,1,85
,kill,0,0,cat,4,0,1,augsburg,1,79
,attempt,1,1,cat,4,1,0,augsburg,1,79
,attempt,1,1,kate,4,0,0,augsburg,1,79
,kill,1,1,t,4,1,0,augsburg,1,79
,attempt,4,2,cat,4,0,0,augsburg,1,79
,error,4,2,t,4,0,1,augsburg,1,79
,attempt,5,1,kate,4,0,0,augsburg,1,79
,error,5,1,cat,4,0,1,augsburg,1,79
,kill,6,0,cat,4,0,0,augsburg,1,79
,attempt,7,1,cat,4,0,0,augsburg,1,79
,error,7,1,gully,4,1,1,augsburg,1,79
,kill,8,0,cat,4,0,0,augsburg,1,79
,attempt,9,1,gully,4,0,1,augsburg,1,79
,error,9,1,nic,4,0,1,augsburg,1,79
,attempt,10,0,nic,4,0,0,augsburg,1,79
,kill,11,-1,cat,4,0,0,augsburg,1,79
,attempt,12,0,gully,4,0,1,augsburg,1,79
,attempt,12,0,gully,4,0,0,augsburg,1,79
,kill,12,0,gully,4,0,0,augsburg,1,79
,attempt,16,-2,nic,4,0,0,augsburg,1,79
,error,16,-2,any,4,1,0,augsburg,1,79
,error,17,-3,gully,4,0,0,augsburg,1,79
,kill,18,-4,gully,4,0,0,augsburg,1,79
,attempt,20,-4,any,4,0,0,augsburg,1,79
,attempt,21,-3,kate,4,0,1,augsburg,1,79
,error,21,-3,kate,4,0,1,augsburg,1,79
,attempt,22,-4,any,4,0,0,augsburg,1,79
,attempt,22,-4,t,4,1,1,augsburg,1,79
,error,23,-3,cat,4,1,1,augsburg,1,79
,attempt,24,-4,kate,4,0,0,augsburg,1,79
,attempt,27,-5,gully,4,0,0,augsburg,1,79
,kill,27,-5,gully,4,1,1,augsburg,1,79
,kill,29,-5,cat,4,0,0,augsburg,1,79
,attempt,30,-4,gully,4,1,1,augsburg,1,79
,kill,31,-5,gully,4,0,1,augsburg,1,79
,attempt,33,-3,nic,4,0,0,augsburg,1,79
,kill,34,-2,t,4,0,0,augsburg,1,79
,kill,35,-1,t,4,0,1,augsburg,1,79
,attempt,36,0,any,4,1,1,augsburg,1,79
,attempt,36,0,t,4,0,0,augsburg,1,79
,kill,39,3,any,4,0,1,augsburg,1,79
,attempt,41,3,nic,4,0,0,augsburg,1,79
,attempt,42,2,t,4,0,0,augsburg,1,79
,attempt,45,3,kate,4,0,0,augsburg,1,79
,attempt,45,3,any,4,1,1,augsburg,1,79
,kill,47,1,kate,4,0,0,augsburg,1,79
